Year;Month;Day;Hour;Week;;"TUOTANTO (MWh)
Production";"VESIVOIMA (MWh)
Hydro Power";"TUULIVOIMA (MWh)
Wind Power";"AURINKOVOIMA (MWh)
Solar Power";"YDINVOIMA (MWh)
Nuclear Power";"YHTEISTUOTANTO (MWh)
CHP";"KAUKOLÄMPÖVOIMA (MWh)
CHP-District heating";"TEOLLISUUSVOIMA (MWh)
CHP-Industry";"ERILLINEN LÄMPÖVOIMA (MWh)
Separate Thermal Power
";"TUONTI (MWh)
Import";"VIENTI (MWh)
Export";"KULUTUS (MWh)
Consumption"
2021;1;1;1;53;;7413.798;1578.182;223.661;0.000;2799.991;2560.460;1464.002;1096.458;251.505;3798.512;-1013.260;10199.051
2021;1;1;2;53;;7323.945;1578.102;204.378;0.000;2799.068;2498.485;1405.828;1092.657;243.912;3441.931;-868.990;9896.885
2021;1;1;3;53;;7234.600;1495.558;212.415;0.000;2791.571;2491.719;1389.267;1102.453;243.336;2987.785;-624.525;9597.860
2021;1;1;4;53;;7175.144;1453.802;196.472;0.000;2782.677;2502.351;1394.490;1107.862;239.842;2845.106;-581.585;9438.665
2021;1;1;5;53;;7205.842;1502.965;190.349;0.000;2773.451;2494.568;1391.718;1102.850;244.510;2768.674;-566.345;9408.171
2021;1;1;6;53;;7172.585;1481.206;185.727;0.000;2764.345;2493.751;1389.333;1104.419;247.555;2847.028;-560.250;9459.363
2021;1;1;7;53;;7282.217;1549.182;209.261;0.000;2755.252;2513.670;1409.748;1103.922;254.852;2915.586;-563.105;9634.697
2021;1;1;8;53;;7441.031;1669.987;211.008;0.000;2745.569;2527.660;1424.214;1103.446;286.807;2976.274;-778.815;9638.490
2021;1;1;9;53;;7525.107;1755.449;188.336;0.000;2736.530;2548.453;1430.112;1118.341;296.340;3155.650;-828.760;9851.997
2021;1;1;10;53;;7537.376;1771.015;146.807;1.447;2726.946;2599.668;1484.408;1115.260;291.491;3158.927;-746.160;9950.142
2021;1;1;11;53;;7667.396;1846.930;133.902;4.442;2718.249;2669.956;1553.397;1116.559;293.918;2984.686;-682.175;9969.907
2021;1;1;12;53;;7767.845;1927.680;124.598;7.293;2709.299;2709.847;1590.836;1119.011;289.128;3341.461;-984.820;10124.486
2021;1;1;13;53;;7805.626;1900.779;119.206;6.781;2700.235;2785.442;1657.428;1128.014;293.183;3437.176;-1014.465;10228.337
2021;1;1;14;53;;7788.639;1850.882;110.728;3.657;2690.675;2835.485;1707.801;1127.684;297.212;3481.825;-1014.530;10255.935
2021;1;1;15;53;;7845.770;1902.266;115.471;1.988;2681.736;2843.065;1731.191;1111.874;301.245;3577.239;-1014.365;10408.644
2021;1;1;16;53;;7925.002;1998.793;113.869;0.984;2672.501;2877.789;1774.718;1103.071;261.065;3759.939;-1014.305;10670.636
2021;1;1;17;53;;8087.198;2097.311;86.298;0.081;2669.815;2985.777;1884.329;1101.447;247.916;3864.708;-1014.260;10937.646
2021;1;1;18;53;;8273.491;2174.463;89.399;0.000;2727.735;3028.963;1938.229;1090.734;252.931;3734.571;-1014.335;10993.727
2021;1;1;19;53;;8345.726;2239.081;105.406;0.000;2744.031;3002.736;1908.121;1094.616;254.472;3666.020;-1014.360;10997.386
2021;1;1;20;53;;8256.409;2166.916;84.286;0.000;2787.189;2964.671;1879.343;1085.328;253.346;3772.448;-1014.395;11014.463
2021;1;1;21;53;;8087.028;2072.601;70.593;0.000;2796.229;2889.103;1809.053;1080.051;258.502;3751.369;-1014.345;10824.052
2021;1;1;22;53;;7755.973;1857.313;75.787;0.000;2798.351;2757.619;1678.498;1079.121;266.903;3742.439;-1014.325;10484.087
2021;1;1;23;53;;7623.350;1836.708;68.665;0.000;2799.705;2634.027;1555.443;1078.584;284.245;4028.976;-1014.320;10638.006
2021;1;1;24;53;;7453.999;1739.032;72.060;0.000;2799.607;2554.477;1477.031;1077.446;288.824;3972.437;-1014.430;10412.006
2021;1;2;1;53;;7287.225;1585.314;69.866;0.000;2800.322;2546.044;1470.792;1075.252;285.679;3748.585;-1014.360;10021.450
2021;1;2;2;53;;7086.749;1486.069;51.496;0.000;2799.891;2462.785;1376.821;1085.964;286.508;3342.298;-752.930;9676.117
2021;1;2;3;53;;7134.776;1543.804;32.416;0.000;2800.200;2481.434;1394.410;1087.024;276.922;3067.590;-764.820;9437.546
2021;1;2;4;53;;7055.724;1463.349;43.003;0.000;2800.454;2477.061;1390.919;1086.142;271.858;2892.732;-591.210;9357.245
2021;1;2;5;53;;7097.329;1483.993;56.654;0.000;2800.293;2475.827;1392.986;1082.841;280.562;2852.902;-588.585;9361.646
2021;1;2;6;53;;7165.707;1519.125;76.757;0.000;2799.989;2484.087;1390.697;1093.390;285.750;3045.265;-744.885;9466.087
2021;1;2;7;53;;7356.039;1635.595;92.198;0.000;2799.282;2536.361;1447.415;1088.947;292.603;3122.771;-793.640;9685.170
2021;1;2;8;53;;7501.978;1707.993;89.744;0.000;2799.864;2610.553;1509.391;1101.162;293.823;3281.887;-1003.745;9780.120
2021;1;2;9;53;;7594.633;1742.681;103.135;0.000;2799.402;2648.441;1547.417;1101.024;300.974;3521.039;-1014.340;10101.332
2021;1;2;10;53;;7750.228;1736.759;121.366;1.444;2799.423;2782.431;1665.196;1117.235;308.806;3506.040;-1014.435;10241.834
2021;1;2;11;53;;7876.285;1752.629;148.696;4.557;2799.020;2869.873;1753.056;1116.817;301.510;3504.785;-1014.385;10366.685
2021;1;2;12;53;;7972.309;1788.514;169.664;7.333;2799.527;2901.277;1787.733;1113.544;305.995;3534.935;-1014.380;10492.864
2021;1;2;13;53;;8120.043;1782.193;222.254;6.912;2799.789;3008.385;1893.108;1115.278;300.510;3452.623;-1014.390;10558.276
2021;1;2;14;53;;8231.846;1826.116;281.541;3.781;2799.841;3020.284;1908.381;1111.904;300.281;3370.077;-1014.335;10587.588
2021;1;2;15;53;;8293.314;1845.767;312.242;2.023;2799.719;3030.472;1913.664;1116.808;303.092;3460.817;-1014.260;10739.871
2021;1;2;16;53;;8453.922;1870.067;386.301;1.018;2799.623;3090.621;1961.388;1129.233;306.292;3620.737;-1014.295;11060.365
2021;1;2;17;53;;8649.490;1980.954;431.392;0.140;2799.440;3077.875;1962.702;1115.173;359.690;3716.242;-1014.300;11351.433
2021;1;2;18;53;;8970.815;2198.780;465.312;0.000;2799.271;3083.521;1981.849;1101.672;423.930;3518.369;-1014.335;11474.849
2021;1;2;19;53;;8996.561;2210.449;488.985;0.000;2799.962;3089.992;1981.975;1108.018;407.173;3569.746;-1014.375;11551.932
2021;1;2;20;53;;8886.100;2112.547;508.501;0.000;2799.795;3071.246;1975.465;1095.781;394.012;3587.497;-1014.340;11459.257
2021;1;2;21;53;;8627.313;1884.921;526.284;0.000;2800.151;3054.845;1962.460;1092.385;361.112;3591.409;-1014.350;11204.372
2021;1;2;22;53;;8475.463;1809.493;586.051;0.000;2799.731;2958.789;1859.530;1099.259;321.400;3312.721;-1014.325;10773.859
2021;1;2;23;53;;8317.663;1648.257;648.052;0.000;2800.323;2902.886;1803.828;1099.058;318.145;3674.662;-1014.305;10978.019
2021;1;2;24;53;;8135.298;1511.904;666.757;0.000;2799.547;2828.006;1724.782;1103.223;329.083;3673.800;-1014.470;10794.628
2021;1;3;1;53;;7932.241;1487.641;640.777;0.000;2799.943;2666.963;1575.523;1091.440;336.916;3437.001;-1014.300;10354.943
2021;1;3;2;53;;7859.379;1664.122;608.753;0.000;2799.538;2461.753;1384.650;1077.103;325.213;3124.408;-1014.350;9969.437
2021;1;3;3;53;;7964.172;1746.890;628.926;0.000;2799.678;2477.495;1370.764;1106.731;311.183;2668.695;-899.975;9732.892
2021;1;3;4;53;;8003.247;1693.562;697.835;0.000;2799.910;2498.655;1363.424;1135.231;313.284;2307.552;-715.995;9594.805
2021;1;3;5;53;;7995.276;1646.177;733.388;0.000;2800.362;2502.834;1370.737;1132.097;312.514;2266.036;-652.705;9608.607
2021;1;3;6;53;;8067.895;1684.301;746.831;0.000;2800.431;2522.556;1386.986;1135.570;313.775;2390.159;-799.890;9658.164
2021;1;3;7;53;;8087.901;1714.922;695.165;0.000;2799.828;2565.375;1434.983;1130.393;312.612;2680.555;-929.380;9839.076
2021;1;3;8;53;;8244.606;1767.975;666.063;0.000;2798.273;2680.595;1542.259;1138.337;331.700;2603.878;-944.295;9904.189
2021;1;3;9;53;;8296.159;1713.955;669.076;0.000;2798.756;2780.491;1628.146;1152.345;333.882;2931.729;-1013.180;10214.708
2021;1;3;10;53;;8437.400;1820.029;641.878;1.491;2799.072;2845.540;1686.411;1159.129;329.389;2898.917;-1014.335;10321.981
2021;1;3;11;53;;8498.885;1818.441;649.912;4.799;2799.703;2891.804;1734.442;1157.361;334.225;3007.443;-999.420;10506.908
2021;1;3;12;53;;8531.748;1852.078;608.971;7.639;2799.933;2922.145;1768.708;1153.437;340.982;3147.803;-1012.660;10666.891
2021;1;3;13;53;;8691.799;2017.812;607.623;7.090;2800.480;2928.163;1769.106;1159.057;330.630;3054.855;-1014.340;10732.314
2021;1;3;14;53;;8635.736;1978.121;640.629;3.962;2799.793;2888.106;1739.202;1148.905;325.125;3198.557;-1014.335;10819.958
2021;1;3;15;53;;8698.475;2042.887;657.322;2.104;2800.476;2878.507;1736.383;1142.124;317.179;3105.451;-1014.320;10789.606
2021;1;3;16;53;;8647.074;1998.025;672.639;1.111;2799.627;2874.369;1753.925;1120.444;301.303;3351.293;-1014.415;10983.951
2021;1;3;17;53;;8741.242;2054.576;671.031;0.140;2799.218;2922.167;1801.900;1120.268;294.109;3562.607;-1014.400;11289.449
2021;1;3;18;53;;8775.561;2103.690;623.161;0.000;2799.577;2955.094;1836.730;1118.365;294.040;3613.479;-1014.485;11374.555
2021;1;3;19;53;;8690.138;2046.631;598.543;0.000;2799.666;2944.375;1836.813;1107.562;300.922;3709.692;-1014.370;11385.460
2021;1;3;20;53;;8526.060;1926.651;561.122;0.000;2799.587;2930.958;1827.600;1103.358;307.741;3911.170;-1014.415;11422.815
2021;1;3;21;53;;8442.325;1900.913;597.339;0.000;2800.415;2850.140;1740.989;1109.151;293.518;3778.660;-1014.450;11206.535
2021;1;3;22;53;;8336.151;1748.693;710.306;0.000;2800.100;2801.836;1705.799;1096.036;275.216;3448.314;-1004.410;10780.055
2021;1;3;23;53;;8359.274;1748.885;766.757;0.000;2800.132;2773.717;1676.947;1096.770;269.784;3548.718;-907.310;11000.682
2021;1;3;24;53;;7989.418;1546.606;671.201;0.000;2799.727;2705.041;1595.141;1109.900;266.842;3614.175;-730.695;10872.897
2021;1;4;1;1;;7854.850;1571.637;532.175;0.000;2799.900;2685.296;1566.540;1118.756;265.842;3379.589;-767.695;10466.744
2021;1;4;2;1;;7690.102;1462.287;480.776;0.000;2799.559;2667.647;1548.832;1118.814;279.833;2992.117;-589.360;10092.859
2021;1;4;3;1;;7635.659;1455.105;430.917;0.000;2799.576;2672.355;1539.237;1133.118;277.707;2895.832;-561.175;9970.316
2021;1;4;4;1;;7675.045;1500.742;425.863;0.000;2798.645;2676.738;1544.289;1132.449;273.057;2760.167;-560.030;9875.182
2021;1;4;5;1;;7786.554;1562.627;464.167;0.000;2800.309;2674.856;1559.937;1114.920;284.595;2734.727;-562.465;9958.817
2021;1;4;6;1;;7935.024;1590.548;492.880;0.000;2799.706;2754.130;1650.556;1103.574;297.759;3018.471;-588.440;10365.054
2021;1;4;7;1;;8264.956;1665.619;466.327;0.000;2799.358;3043.147;1897.711;1145.436;290.506;3481.401;-668.195;11078.162
2021;1;4;8;1;;8631.705;1881.777;380.550;0.000;2799.074;3275.326;2110.537;1164.789;294.977;3514.186;-630.065;11515.825
2021;1;4;9;1;;9005.636;2130.736;274.003;0.000;2798.645;3442.038;2279.851;1162.187;360.215;3784.546;-750.865;12039.317
2021;1;4;10;1;;9261.838;2279.673;206.519;0.255;2798.158;3532.215;2348.170;1184.045;445.018;3827.414;-999.805;12089.447
2021;1;4;11;1;;9213.267;2313.296;179.368;2.052;2798.563;3557.568;2346.429;1211.139;362.421;3862.073;-1014.430;12060.910
2021;1;4;12;1;;9213.588;2286.362;163.422;5.514;2798.773;3568.727;2360.863;1207.865;390.789;3897.596;-992.940;12118.244
2021;1;4;13;1;;9246.855;2284.035;143.782;7.415;2799.016;3569.423;2374.384;1195.039;443.184;3727.863;-894.385;12080.333
2021;1;4;14;1;;9168.734;2244.627;133.394;6.229;2798.787;3585.154;2405.244;1179.910;400.543;3666.972;-794.705;12041.001
2021;1;4;15;1;;9316.994;2305.115;147.348;2.698;2799.127;3633.440;2411.758;1221.683;429.266;3553.159;-772.475;12097.678
2021;1;4;16;1;;9422.946;2324.999;199.387;0.000;2798.973;3644.406;2419.872;1224.534;455.181;3503.786;-727.820;12198.912
2021;1;4;17;1;;9465.023;2334.234;219.718;0.000;2799.176;3640.738;2430.858;1209.880;471.157;3564.171;-614.640;12414.554
2021;1;4;18;1;;9566.563;2425.645;222.762;0.000;2799.445;3655.849;2440.551;1215.299;462.861;3315.189;-585.065;12296.687
2021;1;4;19;1;;9526.766;2385.743;214.986;0.000;2799.293;3679.094;2460.711;1218.383;447.649;3321.844;-568.030;12280.579
2021;1;4;20;1;;9397.753;2248.955;238.751;0.000;2799.715;3668.819;2456.853;1211.967;441.513;3364.618;-531.965;12230.406
2021;1;4;21;1;;9189.947;2150.480;231.476;0.000;2799.465;3640.385;2434.945;1205.439;368.142;3696.693;-799.855;12086.785
2021;1;4;22;1;;8701.224;1884.652;185.214;0.000;2798.808;3539.244;2349.142;1190.102;293.306;3998.011;-1002.345;11696.890
2021;1;4;23;1;;8569.285;1839.545;150.343;0.000;2799.193;3501.313;2274.572;1226.741;278.892;4157.109;-899.950;11826.444
2021;1;4;24;1;;8201.893;1615.965;129.590;0.000;2799.492;3371.074;2142.432;1228.643;285.772;4041.305;-674.525;11568.674
2021;1;5;1;1;;7786.530;1397.258;112.163;0.000;2799.798;3178.719;1971.052;1207.667;298.593;3932.713;-627.045;11092.198
2021;1;5;2;1;;7589.977;1358.458;92.415;0.000;2799.291;3040.173;1834.327;1205.846;299.639;3742.784;-546.290;10786.471
2021;1;5;3;1;;7462.973;1319.150;94.077;0.000;2799.857;2945.665;1740.282;1205.383;304.225;3990.380;-785.600;10667.753
2021;1;5;4;1;;7469.197;1332.309;104.799;0.000;2799.971;2933.380;1730.568;1202.812;298.737;3902.287;-758.065;10613.419
2021;1;5;5;1;;7474.783;1313.213;112.276;0.000;2800.018;2947.801;1746.163;1201.638;301.474;3967.301;-746.040;10696.044
2021;1;5;6;1;;7679.369;1394.910;134.910;0.000;2799.835;3049.197;1851.332;1197.865;300.518;4086.640;-728.905;11037.104
2021;1;5;7;1;;8120.390;1501.634;132.189;0.000;2799.030;3379.828;2176.027;1203.801;307.709;4011.141;-457.000;11674.531
2021;1;5;8;1;;8663.970;1811.181;130.484;0.000;2799.286;3552.553;2346.567;1205.985;370.466;4093.094;-660.225;12096.839
2021;1;5;9;1;;9085.990;2060.300;147.992;0.000;2798.819;3629.338;2416.103;1213.235;449.541;4055.570;-777.760;12363.799
2021;1;5;10;1;;9313.262;2252.384;129.947;0.006;2798.187;3681.156;2485.719;1195.437;451.583;3666.534;-639.710;12340.086
2021;1;5;11;1;;9394.988;2317.976;110.881;2.465;2798.340;3718.838;2515.904;1202.934;446.488;3667.973;-695.500;12367.461
2021;1;5;12;1;;9399.643;2334.292;102.205;6.222;2798.914;3733.380;2536.492;1196.888;424.631;3707.698;-617.640;12489.701
2021;1;5;13;1;;9388.626;2289.216;115.041;8.111;2798.454;3750.426;2563.953;1186.473;427.378;3573.073;-435.620;12526.079
2021;1;5;14;1;;9351.620;2251.965;119.415;6.766;2799.318;3715.073;2555.850;1159.223;459.083;3527.661;-470.245;12409.036
2021;1;5;15;1;;9237.814;2130.571;121.403;2.830;2800.848;3733.630;2551.449;1182.182;448.531;3671.264;-425.115;12483.962
2021;1;5;16;1;;9371.940;2216.562;121.385;0.000;2801.117;3782.177;2569.606;1212.571;450.698;3645.054;-403.220;12613.773
2021;1;5;17;1;;9444.533;2292.455;121.993;0.000;2799.778;3796.595;2564.032;1232.563;433.712;3805.168;-492.570;12757.131
2021;1;5;18;1;;9508.246;2354.653;130.100;0.000;2799.735;3801.285;2555.100;1246.185;422.473;3719.018;-461.815;12765.449
2021;1;5;19;1;;9490.612;2341.076;137.152;0.000;2799.495;3783.682;2547.394;1236.288;429.207;3594.098;-309.940;12774.770
2021;1;5;20;1;;9392.553;2226.951;152.282;0.000;2799.880;3778.563;2537.974;1240.589;434.878;3802.748;-444.030;12751.271
2021;1;5;21;1;;9175.706;2085.202;159.191;0.000;2800.137;3733.203;2478.667;1254.536;397.974;3909.486;-564.295;12520.897
2021;1;5;22;1;;8945.649;2037.211;123.747;0.000;2800.140;3645.013;2392.893;1252.120;339.538;3797.264;-667.480;12075.432
2021;1;5;23;1;;8751.337;1974.940;108.041;0.000;2799.544;3555.745;2307.318;1248.427;313.068;4024.629;-676.125;12099.842
2021;1;5;24;1;;8437.824;1742.114;86.027;0.000;2798.878;3491.621;2237.066;1254.554;319.185;3969.534;-535.080;11872.278
2021;1;6;1;1;;8081.512;1500.466;76.628;0.000;2798.823;3372.042;2129.218;1242.824;333.553;3634.403;-297.390;11418.525
2021;1;6;2;1;;7908.333;1315.086;83.709;0.000;2799.459;3359.580;2103.142;1256.438;350.499;3636.175;-477.890;11066.618
2021;1;6;3;1;;7858.813;1285.371;95.727;0.000;2799.135;3369.197;2109.583;1259.614;309.382;3476.162;-470.120;10864.855
2021;1;6;4;1;;7860.817;1259.867;138.712;0.000;2799.558;3366.959;2109.569;1257.390;295.721;3415.874;-474.415;10802.275
2021;1;6;5;1;;7951.388;1317.768;164.576;0.000;2799.466;3366.972;2116.272;1250.700;302.606;3369.214;-493.270;10827.332
2021;1;6;6;1;;8002.855;1367.301;162.570;0.000;2798.989;3354.242;2132.852;1221.390;319.753;3460.381;-527.830;10935.406
2021;1;6;7;1;;8161.833;1445.235;158.477;0.000;2798.830;3425.202;2232.647;1192.555;334.089;3781.055;-652.095;11290.793
2021;1;6;8;1;;8390.628;1584.533;150.503;0.000;2798.828;3514.685;2327.687;1186.998;342.079;3856.488;-807.670;11439.445
2021;1;6;9;1;;8516.148;1689.168;128.492;0.000;2798.593;3564.252;2372.053;1192.199;335.643;4057.821;-891.410;11682.559
2021;1;6;10;1;;8931.136;2007.043;106.284;0.017;2798.643;3641.536;2448.157;1193.379;377.612;3596.142;-739.295;11787.983
2021;1;6;11;1;;9025.949;2090.168;92.071;2.236;2798.987;3643.902;2443.518;1200.385;398.585;3609.061;-768.225;11866.785
2021;1;6;12;1;;9099.252;2154.643;82.877;5.934;2798.754;3646.635;2449.849;1196.785;410.409;3855.360;-970.855;11983.757
2021;1;6;13;1;;9137.624;2178.129;71.792;7.620;2798.955;3681.079;2478.885;1202.195;400.049;3775.032;-863.400;12049.256
2021;1;6;14;1;;9039.155;2061.846;68.936;5.647;2798.944;3707.030;2492.250;1214.781;396.751;3817.692;-814.830;12042.016
2021;1;6;15;1;;9167.125;2146.116;67.042;2.472;2799.527;3731.152;2505.178;1225.974;420.817;3618.000;-736.160;12048.966
2021;1;6;16;1;;9203.678;2132.232;67.840;0.000;2800.107;3778.154;2543.455;1234.698;425.345;3783.591;-726.195;12261.074
2021;1;6;17;1;;9370.152;2244.407;80.180;0.000;2800.168;3796.344;2566.518;1229.826;449.052;3888.405;-738.870;12519.686
2021;1;6;18;1;;9420.007;2262.617;122.165;0.000;2800.175;3810.334;2587.511;1222.823;424.715;3873.752;-697.560;12596.198
2021;1;6;19;1;;9437.351;2232.359;169.203;0.000;2800.017;3814.153;2592.835;1221.318;421.620;3662.113;-556.200;12543.264
2021;1;6;20;1;;9414.655;2184.630;217.996;0.000;2799.893;3806.901;2603.431;1203.470;405.235;3890.694;-724.315;12581.034
2021;1;6;21;1;;9287.796;2109.664;272.864;0.000;2799.511;3733.617;2549.677;1183.940;372.139;3578.116;-579.380;12286.532
2021;1;6;22;1;;9122.520;1984.234;313.375;0.000;2799.024;3707.119;2528.001;1179.118;318.768;3195.213;-537.910;11779.824
2021;1;6;23;1;;8966.217;1851.257;343.017;0.000;2799.297;3632.486;2468.536;1163.950;340.160;3192.443;-300.190;11858.469
2021;1;6;24;1;;8603.487;1622.957;322.023;0.000;2799.475;3536.672;2377.630;1159.042;322.360;3431.006;-348.075;11686.418
2021;1;7;1;1;;8453.902;1533.252;309.803;0.000;2799.379;3480.273;2318.728;1161.545;331.196;3116.859;-289.220;11281.541
2021;1;7;2;1;;8400.335;1444.253;345.612;0.000;2800.078;3462.858;2303.230;1159.628;347.533;2909.948;-359.960;10950.323
2021;1;7;3;1;;8357.216;1388.048;410.625;0.000;2800.220;3460.549;2302.855;1157.695;297.773;2694.912;-351.295;10700.832
2021;1;7;4;1;;8321.077;1305.007;468.042;0.000;2799.731;3469.768;2302.594;1167.174;278.530;2625.594;-294.045;10652.625
2021;1;7;5;1;;8352.600;1300.777;476.472;0.000;2799.858;3495.582;2312.103;1183.480;279.910;2711.499;-333.445;10730.654
2021;1;7;6;1;;8442.944;1355.123;489.686;0.000;2799.666;3520.263;2350.036;1170.228;278.206;2982.980;-338.130;11087.795
2021;1;7;7;1;;8649.738;1489.705;455.447;0.000;2799.354;3600.674;2444.870;1155.804;304.557;3612.353;-412.560;11849.531
2021;1;7;8;1;;8996.981;1671.400;411.520;0.000;2799.064;3721.797;2571.810;1149.988;393.200;3831.891;-524.065;12304.808
2021;1;7;9;1;;9295.333;1924.272;402.017;0.000;2799.767;3794.966;2627.717;1167.249;374.311;3253.307;-34.195;12514.445
2021;1;7;10;1;;9595.500;2222.085;409.329;0.023;2801.426;3811.690;2634.106;1177.583;350.946;2863.111;-63.245;12395.366
2021;1;7;11;1;;9742.490;2295.881;440.908;1.698;2800.454;3836.926;2664.200;1172.727;366.622;2734.037;-87.845;12388.682
2021;1;7;12;1;;9830.916;2298.019;474.680;4.940;2799.815;3873.258;2695.826;1177.432;380.203;2582.046;-78.595;12334.367
2021;1;7;13;1;;9820.273;2291.009;466.499;6.063;2800.253;3891.146;2698.984;1192.162;365.303;2640.808;-81.510;12379.571
2021;1;7;14;1;;9701.945;2263.942;398.259;4.348;2799.950;3869.317;2675.055;1194.262;366.130;2691.155;-62.425;12330.675
2021;1;7;15;1;;9713.862;2229.525;403.233;1.745;2800.572;3922.967;2719.860;1203.107;355.820;2602.740;-2.600;12314.002
2021;1;7;16;1;;9699.854;2166.767;424.937;0.000;2800.200;3952.148;2737.530;1214.618;355.803;2806.027;-11.410;12494.471
2021;1;7;17;1;;9648.598;2148.654;395.906;0.000;2800.359;3944.250;2730.164;1214.086;359.429;2986.118;-21.505;12613.211
2021;1;7;18;1;;9593.797;2057.642;396.817;0.000;2800.041;3973.722;2733.201;1240.521;365.575;2994.182;-3.675;12584.305
2021;1;7;19;1;;9706.590;2164.011;420.623;0.000;2800.472;3940.485;2685.486;1254.999;381.000;2755.897;-3.195;12459.292
2021;1;7;20;1;;9770.674;2155.451;438.940;0.000;2800.428;3912.131;2663.281;1248.850;463.724;2635.265;0.000;12405.939
2021;1;7;21;1;;9687.916;2062.713;458.395;0.000;2800.569;3841.667;2594.120;1247.547;524.572;2546.315;-12.585;12221.646
2021;1;7;22;1;;9348.350;1789.768;455.312;0.000;2800.271;3805.907;2558.830;1247.077;497.092;2518.107;-101.160;11765.298
2021;1;7;23;1;;9084.447;1722.208;433.529;0.000;2801.044;3722.349;2469.370;1252.979;405.316;3055.602;-323.780;11816.269
2021;1;7;24;1;;8885.927;1703.655;436.118;0.000;2800.949;3623.851;2378.196;1245.655;321.354;2915.169;-275.130;11525.966
2021;1;8;1;1;;8648.712;1601.796;440.905;0.000;2800.422;3531.391;2293.045;1238.346;274.198;2766.127;-310.940;11103.900
2021;1;8;2;1;;8395.582;1433.289;426.586;0.000;2800.860;3479.772;2243.591;1236.181;255.074;2580.724;-125.740;10850.565
2021;1;8;3;1;;8280.187;1356.893;389.767;0.000;2800.663;3453.618;2223.227;1230.391;279.245;2741.430;-303.155;10718.461
2021;1;8;4;1;;8260.717;1357.208;354.874;0.000;2800.714;3467.232;2217.138;1250.093;280.689;2677.137;-277.570;10660.284
2021;1;8;5;1;;8300.107;1380.363;359.362;0.000;2800.828;3483.921;2228.062;1255.859;275.633;2655.976;-248.280;10707.803
2021;1;8;6;1;;8490.199;1504.628;368.300;0.000;2800.545;3543.158;2290.021;1253.137;273.568;2798.671;-283.095;11005.775
2021;1;8;7;1;;8593.148;1453.061;373.797;0.000;2800.489;3694.130;2437.109;1257.021;271.671;3151.797;-29.785;11715.160
2021;1;8;8;1;;8923.431;1595.799;365.687;0.000;2800.378;3787.857;2550.160;1237.697;373.709;3650.772;-401.965;12172.238
2021;1;8;9;1;;9297.902;1830.561;347.957;0.000;2799.304;3867.384;2628.739;1238.644;452.697;3228.516;0.000;12526.418
2021;1;8;10;1;;9606.934;2159.991;278.539;0.053;2799.273;3900.266;2661.948;1238.318;468.811;2777.540;0.000;12384.474
2021;1;8;11;1;;9725.259;2290.553;242.598;2.350;2799.070;3920.495;2675.302;1245.193;470.194;2593.171;0.000;12318.430
2021;1;8;12;1;;9708.645;2266.108;244.061;6.448;2799.208;3934.877;2685.410;1249.467;457.944;2690.932;0.000;12399.577
2021;1;8;13;1;;9674.523;2253.184;221.242;7.243;2799.382;3925.693;2685.616;1240.078;467.778;2687.810;0.000;12362.333
2021;1;8;14;1;;9567.816;2198.883;172.713;6.782;2798.905;3919.288;2708.225;1211.063;471.245;2711.664;0.000;12279.480
2021;1;8;15;1;;9437.836;2066.328;144.370;2.068;2799.971;3949.675;2706.028;1243.647;475.424;2810.271;0.000;12248.106
2021;1;8;16;1;;9292.392;1939.274;128.005;0.000;2799.623;3945.620;2688.011;1257.610;479.870;3074.520;0.000;12366.912
2021;1;8;17;1;;9371.271;2027.484;133.589;0.000;2800.339;3958.386;2701.106;1257.281;451.472;3222.777;0.000;12594.048
2021;1;8;18;1;;9533.350;2140.860;153.973;0.000;2799.505;3992.375;2716.869;1275.507;446.637;3069.280;0.000;12602.630
2021;1;8;19;1;;9630.324;2247.656;138.922;0.000;2799.198;3993.912;2715.324;1278.588;450.635;2882.271;0.000;12512.595
2021;1;8;20;1;;9476.981;2099.404;136.027;0.000;2799.222;3987.672;2721.498;1266.174;454.656;3030.507;0.000;12507.488
2021;1;8;21;1;;9392.625;2088.676;108.600;0.000;2799.460;3963.983;2711.512;1252.471;431.906;2991.719;-98.635;12285.709
2021;1;8;22;1;;9194.643;1977.357;107.722;0.000;2799.265;3887.547;2639.796;1247.751;422.752;2810.714;-117.355;11888.002
2021;1;8;23;1;;9037.592;1859.711;124.135;0.000;2799.645;3851.985;2609.175;1242.809;402.116;3215.262;-320.475;11932.379
2021;1;8;24;1;;8682.001;1582.589;149.827;0.000;2799.675;3820.434;2575.391;1245.043;329.477;3333.596;-318.160;11697.438
2021;1;9;1;1;;8454.453;1416.996;178.752;0.000;2799.721;3768.186;2515.215;1252.971;290.798;2810.773;0.000;11265.227
2021;1;9;2;1;;8418.771;1460.905;165.863;0.000;2799.911;3700.547;2443.767;1256.781;291.545;2581.972;-83.000;10917.743
2021;1;9;3;1;;8376.028;1482.849;112.557;0.000;2799.739;3693.285;2442.554;1250.731;287.599;2436.711;-40.140;10772.599
2021;1;9;4;1;;8293.094;1367.700;110.874;0.000;2799.821;3721.150;2476.596;1244.553;293.550;2383.832;-4.460;10672.466
2021;1;9;5;1;;8220.098;1336.680;93.520;0.000;2780.689;3712.566;2478.090;1234.476;296.643;2465.545;-19.680;10665.964
2021;1;9;6;1;;8247.446;1357.225;87.652;0.000;2786.810;3730.647;2510.833;1219.814;285.113;2612.267;-35.140;10824.573
